product_id,url,success,fall_back,crawled_at
106957,https://www.glamira.pt/romantic-light-3-mm.html?fbclid=IwAR2HHYYmNtknom4wv-YSg0fYSONFyGT5pl0LeQx3X_4zlYTAzZiPN4UN7xQ&alloy=red-585,False,True,2026-04-25T02:12:23.786692
106958,https://www.glamira.lv/herrenring-romantic-light-3-mm.html?alloy=white-750&stone=blackdiamond,False,True,2026-04-25T02:12:27.477851
106959,https://www.glamira.lt/ziedai-moterims-romantic-light-3-mm.html?fbclid=IwAR3AWF-7WvXv_2fAbq88Wbg-lDykj3iFEPSQjrVfmmi0bwomBXnd7QuQBaQ&alloy=red-585,False,True,2026-04-25T02:12:25.989538
106960,https://www.glamira.com.au/romantic-light-4-mm.html?fbclid=IwAR21jDJSUJj8vMtwqxZR4iNhYMviOIV_t5oohIcIKhFqtu1Te_COtCj7wmI&alloy=red-585,False,True,2026-04-25T02:12:29.869501
106961,https://www.glamira.no/herrering-romantic-light-4-mm.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1LKLh7A8eTCFXH0OfX0TpCIsQSZkho7CNeyxTW942-oAkKSndILREufKk&alloy=red-585,False,True,2026-04-25T02:12:32.498495
106962,https://www.glamira.lv/damenring-romantic-light-4-mm.html?alloy=white-silber&stone=diamond-Zirconia,False,True,2026-04-25T02:12:32.231935
106963,https://www.glamira.de/romantic-light-5-mm.html?fbclid=IwAR0egv_erVrduMsM880L7KhqCBBkvmhWfwCmyGzI_h4MTHpuLt0OxwLff7g&alloy=red-585,False,True,2026-04-25T02:12:33.033011
106964,https://www.glamira.lv/herrenring-romantic-light-5-mm.html?alloy=white-750,False,True,2026-04-25T02:12:40.508811
106965,https://www.glamira.at/damenring-romantic-light-5-mm.html?itm_source=recommendation&itm_medium=sorting&alloy=yellow-585&stone=diamond-Brillant,False,True,2026-04-25T02:12:43.374339
106966,https://www.glamira.de/romantic-light-6-mm.html?stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2RIxbQ9BwIOSYJrl1MW4Bxco-K0TLce50t7CV0NX4EdtOZO2APXMMHoVg&alloy=red-585,False,True,2026-04-25T02:12:44.201694
106967,https://www.glamira.ca/men-s-ring-romantic-light-6-mm.html?alloy=white-750&stone=sapphire&fbclid=IwAR3mehkXQFfZcqScTbxlTGPQ15dkHhX0-VJ4hR1OK25bj1wBiq5lZDkYZko,False,True,2026-04-25T02:12:45.629205
106968,https://www.glamira.de/damenring-romantic-light-6-mm.html?stone=diamond-Zirconia&fbclid=IwAR3qBLl80XKal0ajsNPLAbV3AtxSIQlslvNQRZNgWzI6-98BM1ILgiEK9rg&alloy=red-585,False,True,2026-04-25T02:12:45.854316
106969,https://www.glamira.dk/romantic-light-8-mm.html?alloy=white-silber,False,True,2026-04-25T02:12:48.987028
106970,https://www.glamira.co.uk/men-s-ring-romantic-light-8-mm.html?fbclid=IwAR1n9YcntjKpjajtz19GrKIfOjr-1asebqwOkkotUAhJSO1UybT8r5GrxxU&alloy=red-585,False,True,2026-04-25T02:12:49.756028
106971,https://www.glamira.co.za/damenring-romantic-light-8-mm.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0G9tPh1q_WEE14zFgiOgh_tCNQqinneCHPTOzQoQwykF6khTEMdH_-9iQ&alloy=red-585,False,True,2026-04-25T02:12:50.623229
