product_id,url,success,fall_back,crawled_at
102541,https://www.glamira.co.nz/chain-curb-with-bar-70-micron.html?itm_source=recommendation&itm_medium=smartsearch&fbclid=IwAR1bQRURSVpHzYt5En5nrOiDjzHpFnYda0uJIXWh945DwlLeOJPjRCqSAXU,False,True,2026-04-25T00:02:04.659003
102542,https://www.glamira.de/chain-diamond-cut-spike-40-micron.html?fbclid=IwAR0SbUs7KUHXELJEntI-pEkeQlc0Oq5Cq2Wm8QYitAcVcE54bKxFp5Z0hcg,False,True,2026-04-25T00:02:09.848138
102543,https://www.glamira.ie/chain-diamond-cut-spike-50-micron.html?alloy=yellow-585,False,True,2026-04-25T00:02:06.021695
102544,https://www.glamira.com.co/chain-diamond-cut-spike-60-micron.html?alloy=yellow-585&itm_source=recommendation&itm_medium=detail,False,True,2026-04-25T00:02:09.890646
102545,https://www.glamira.de/chain-diamond-cut-spike-80-micron.html?alloy=yellow-585&alloy=yellow-585,False,True,2026-04-25T00:02:10.112316
102546,https://www.glamira.sk/chain-figaro-40-micron.html?fbclid=IwAR1sUnUCPbpcwxyGNDAY5r5ko3858a96R2MfM_2naVQymuhU6UTSJ2pPW18,False,True,2026-04-25T00:02:09.061549
102547,https://www.glamira.sk/chain-figaro-50-micron.html?fbclid=IwAR2ygQC-Tt_30Q4DQUTJF6-mlvO5vi6HSo8xmIoEdOSjbnIo5wFtBdPhwvs,False,True,2026-04-25T00:02:08.677557
102548,https://www.glamira.com.mx/chain-figaro-60-micron.html?alloy=yellow-585,False,True,2026-04-25T00:02:08.778964
102549,https://www.glamira.co.uk/chain-figaro-80-micron.html?alloy=yellow-585,False,True,2026-04-25T00:02:22.031338
102550,https://www.glamira.co.uk/chain-flat-curb-with-knot-80-micron.html?alloy=yellow-585&fbclid=IwAR2g8qa1Da08j93UcmwX8xtuQh-PQfoCsVoiTtArD7LoPf_b_Ha0n8LLUvo,False,True,2026-04-25T00:02:23.150259
102551,https://www.glamira.sk/chain-square-rolo-forse-50-micron.html?fbclid=IwAR2wWeYrgA8ShJ3bAbQ6ncTMDHC5SYJ6rgBHVIs3O05ulrPMAQ7sY39WsQY,False,True,2026-04-25T00:02:25.477505
