product_id,url,success,fall_back,crawled_at
88729,https://www.glamira.com.tr/mystic-dream.html?alloy=white-silber&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion&fbclid=IwAR2O4M2REof5Oyr8P2Dv_FLkHVk3mc_-FPbXxeWJY-SP3lv0LI-69pTPYR4,False,True,2026-04-25T04:52:14.588952
88734,https://www.glamira.co.uk/mens-ring-mystic-dream.html?fbclid=IwAR2syCP9sqGMGjqzZ8wczMMrgT0hXPhTbJrUIuT8N09f6Tt3PvPnDWjqxOc&alloy=white-375,False,True,2026-04-25T04:52:14.325405
88735,https://www.glamira.it/anelli-donna-mystic-dream.html?alloy=white-silber&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=smartsearch,False,True,2026-04-25T04:52:17.931295
88878,https://www.glamira.com.au/fantastic-everywhere.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0rCGGg-0xiWsENd3iqMswa_6CJXWF2qKQ0VeJpgkw-ecjamjghF5Q-Pyk&alloy=white_yellow-375,False,True,2026-04-25T04:53:05.545204
88879,https://www.glamira.com.au/mens-ring-fantastic-everywhere.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1tK4jXs1_H0hFylk_6fVx3zadFwSvMv05WxIvSuxfGseMZIkHMaM6ciOA&alloy=white_yellow-375,False,True,2026-04-25T04:53:11.486600
88880,https://www.glamira.de/damenring-fantastic-everywhere.html?alloy=yellow-585&stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting,False,True,2026-04-25T04:53:10.181072
88896,https://www.glamira.es/fantastic-bliss.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR3OvE73wH8dXqQVwckh7wMnGsXJ9TW1YclnWJLqQXiJPZn5x73DEKBoH18&alloy=white_yellow-375,False,True,2026-04-25T04:53:27.557526
88900,https://www.glamira.de/damenring-fantastic-bliss.html?alloy=white_red-375&stone=diamond-Brillant&itm_source=recommendation&itm_medium=viewall&fbclid=IwAR15EH2VndF51djG4rcEMrLJ2aZqBuDm8zQZ-Nkecc7GhtcTTLwmuANYEeE,False,True,2026-04-25T04:53:38.583126
88901,https://www.glamira.vn/nhan-nam-fantastic-bliss.html?alloy=white_yellow-750&itm_source=recommendation&itm_medium=detail,False,True,2026-04-25T04:53:38.060440
88915,https://www.glamira.com.tr/sensual-corona.html?alloy=white_yellow-585&stone=diamond-Zirconia&fbclid=IwAR23bx-5ujbG7DwJ_04WWaSAAy1Bjplx3wONo9XHWV_5h_hddEPMPpkm9-4,False,True,2026-04-25T04:53:51.346410
88922,https://www.glamira.com.tr/erkek-yuzuk-sensual-corona.html?alloy=white-silber&stone=diamond-Zirconia,False,True,2026-04-25T04:53:55.251414
88923,https://www.glamira.com.tr/kadin-yuzuk-sensual-corona.html?alloy=yellow-375&gclid=CjwKCAjwt-L2BRA_EiwAacX32VFEU6W83LMwS9WRypFaKr79B9479UyskR8_YYRUiP9jneAhRsp8-BoCEZwQAvD_BwE,False,True,2026-04-25T04:53:55.181947
88927,https://www.glamira.com/fantastic-music.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR39NleKflI0bfF6HZrJ8CsOnAs3SB17uHik2hDzLsdJy0k7svr77lhoeHg&alloy=white_yellow-750,False,True,2026-04-25T04:53:54.139029
88931,https://www.glamira.es/anillo-de-hombre-fantastic-music.html?fbclid=IwAR29xatQkw6hGFFdmY1P4hEGzGfheyTojkqiswZmfY3Vk6A-jA0-vYTuLzY&alloy=white_yellow-750,False,True,2026-04-25T04:53:58.402885
88932,https://www.glamira.com.ph/womens-ring-fantastic-music.html?alloy=white_yellow-750&gclid=CjwKCAjw5cL2BRASEiwAENqAPmRN5QhHHpyCEMit-WA9DUCkEhSHRjpHnvxDu7B6z0_cYmlLO0oe3RoCtoEQAvD_BwE,False,True,2026-04-25T04:53:59.593228
88943,https://www.glamira.hu/fantastic-waves.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0RzQCuamKBMw_Z-Xdgn6hwRi_VD7HT7ojVpKj1ut9jKKyufgbpHphFIJA&alloy=white_yellow-585,False,True,2026-04-25T04:54:00.642779
88946,https://www.glamira.ie/mens-ring-fantastic-waves.html?fbclid=IwAR2iyxAGXHLQ4E1on2sSZRzz2v1Alit5szd9yK-IrmEQkei_5rPlBzydTyU&alloy=white_yellow-585,False,True,2026-04-25T04:54:04.599011
88947,https://www.glamira.de/damenring-fantastic-waves.html?stone=diamond-Zirconia&itm_source=recommendation&itm_medium=sorting&alloy=white-585,False,True,2026-04-25T04:54:06.767321
