product_id,url,success,fall_back,crawled_at,name,sku,price,product_type,gender,type_id,collection,priceCurrency,discount-value
103567,https://www.glamira.ie/glamira-ring-eminta.html?stone3=diamond-Swarovsky&fbclid=IwAR2F8ZsM0q1RXinTtpq9ZWAR19xo_qIrnv19tlh1Mw3VvJIpRBf9Owvemzg,True,False,2026-04-25T00:32:05.094157,GLAMIRA Ring Eminta,eminta,746.000000,ring,women,simple,cabochon,EUR,10
103568,https://www.glamira.pl/glamira-ring-enerant.html?stone3=blackdiamond&fbclid=IwAR0CEW32Oe7jEc_mTr1OWA6bCiWkhWzkr4VWtUD-_k7XlYGFb_nyNTw7D5I,True,False,2026-04-25T00:31:59.532204,Glamira Pierścionek Enerant,enerant,3816.000000,ring,women,simple,cabochon,PLN,10
103569,https://www.glamira.com.mx/glamira-ring-era.html?fbclid=IwAR3VeJlcrvxFQ4oD_1qTRCY5-MGaIo9xoBW-i4FGXTH_ul6qbJEAZodEoYE,True,False,2026-04-25T00:32:04.268879,Glamira Anillo Era,era,16867.000000,ring,women,simple,cabochon,MXN,10
103570,https://www.glamira.se/glamira-ring-erga.html?fbclid=IwAR24uqOysjQfQY7vIexq1KSdrwk36-xpovrWTyonO2tqUTvu3_09pAE6lxc,True,False,2026-04-25T00:31:58.274926,GLAMIRA Ring Erga,erga,7773.000000,ring,women,simple,cabochon,SEK,10
103571,https://www.glamira.rs/glamira-ring-erlene.html?alloy=white-585&diamond=topaz-Blue-cabochon&stone2=diamond-sapphire,True,False,2026-04-25T00:31:59.094629,Glamira Prsten Erlene,erlene,68389.000000,ring,women,simple,cabochon,RSD,10
103572,https://www.glamira.at/glamira-ring-erminne.html?fbclid=IwAR0cyJei2xE8roA4kc35NjNRWJelN2xtQbGfkxxF6uVN5NMhuup0VjwDN_4,True,False,2026-04-25T00:32:03.807905,Glamira Ringe Erminne,erminne1,664.000000,ring,women,simple,cabochon,EUR,10
103573,https://www.glamira.bg/glamira-ring-ernestina.html?fbclid=IwAR3fjD4L4xDYSSx1Chmn4GtAZk02OCWXA59OFTGc1oXbe76nUy8V9v2Ogjc,True,True,2026-04-25T00:32:05.726931,Glamira Ring Nepdalis,ernestina,1480.000000,ring,women,simple,cabochon,USD,10
103574,https://www.glamira.fr/glamira-ring-ervette.html?stone2=diamond-Swarovsky&alloy=white-375&diamond=londonbluetopaz-cabochon&gclid=EAIaIQobChMI29OhrPDn6QIVxsIbCh0v5A3UEAEYASAGEgIgB_D_BwE,True,False,2026-04-25T00:32:00.594105,Glamira Bague Ervette,ervette,523.000000,ring,women,simple,cabochon,EUR,10
103575,https://stage.glamira.de/glgb/glamira-ring-eryca.html?alloy=white-585&diamond=topaz-smoke-cabochon&stone2=black-sapphire,True,True,2026-04-25T00:32:14.806569,GLAMIRA Ring Eryca,eryca,1798.000000,ring,women,simple,cabochon,USD,10
103576,https://www.glamira.com.co/glamira-ring-estefonia.html?alloy=yellow-750&diamond=opal-cabochon&stone2=diamond-Swarovsky&stone3=diamond-Swarovsky,True,False,2026-04-25T00:32:15.356120,Glamira Anillo Estefonia,estefonia1,7955316.000000,ring,women,simple,cabochon,COP,10
103577,https://www.glamira.at/glamira-ring-etheldreda.html?stone3=diamond-Swarovsky&fbclid=IwAR0nWyAS7_jSlJ7E9SErzKrFIR8lxZrqviUOa-2p5SI1l5jFX92P6YSKMz4,True,False,2026-04-25T00:32:11.532924,Glamira Ringe Etheldreda,etheldreda,931.000000,ring,women,simple,cabochon,EUR,10
103578,https://www.glamira.ro/glamira-ring-flana.html?stone2=diamond-Swarovsky&utm_source=criteo&utm_medium=retargeting&utm_campaign=webconversion&alloy=yellow-585&diamond=citrine-cabochon,True,False,2026-04-25T00:32:15.511736,Glamira Inel Flana,flana,3119.000000,ring,women,simple,cabochon,RON,10
103579,https://www.glamira.fi/glamira-sormus-flanna.html?fbclid=IwAR1fCcGAfjeYfC12lZ1ibS7_EpJ-6dhnHquW-VOaCKjQC2D9Z2zXIUCo3-E,True,False,2026-04-25T00:32:16.610313,Glamira Sormus Flanna,flanna,657.000000,ring,women,simple,cabochon,EUR,10
103580,https://www.glamira.co.za/glamira-ring-floralia.html?fbclid=IwAR2OXCgq4PpzWwKolY__q8mZE3b6Mto61N1rjYT6zw30zDLKVtttcVT-Mq8,True,False,2026-04-25T00:32:17.437233,GLAMIRA Ring Floralia,floralia,16773.000000,ring,women,simple,cabochon,ZAR,10
103581,https://www.glamira.com.ph/glamira-ring-brikena.html?stone2=diamond-Swarovsky&alloy=red-585&diamond=opal&gclid=CjwKCAjw8df2BRA3EiwAvfZWaJJGZ-EbbiFF8-Bk9sli25GTk1raqs3tEstHC7STg0QugmlYkPWuWhoCYj4QAvD_BwE,True,False,2026-04-25T00:32:22.231815,Engagement Ring Brikena,brikenav1,183372.000000,ring,women,simple,halo,PHP,10
103584,https://www.glamira.ro/glamira-ring-adanelia.html?fbclid=IwAR03gAwS0NLarD5X4dPJQjtGosSzv-4-5S2FoZrpUjU6YLa17wqv51vdV5A,True,False,2026-04-25T00:32:20.464936,Glamira Inel Adanelia,adanelia,7743.000000,ring,women,simple,cabochon,RON,10
103585,https://www.glamira.pl/glamira-ring-annicetta.html?stone2=diamond-Swarovsky&diamond=aquamarine-cabochon&alloy=yellow-585,True,False,2026-04-25T00:32:22.773953,Glamira Pierścionek Annicetta,annicetta,5499.000000,ring,women,simple,cabochon,PLN,10
103586,https://www.glamira.com.mx/glamira-ring-arnessa.html?stone3=diamond-Brillant&fbclid=IwAR2GU8S_CEO0N3FtPdesUlCLtcEqyWwNwjUzaR0fl4tg6DiDyFvlgJsIzrw,True,False,2026-04-25T00:32:29.089508,Glamira Anillo Arnessa,arnessa,35653.000000,ring,women,simple,cabochon,MXN,10
103587,https://www.glamira.sk/glamira-ring-asceline.html?fbclid=IwAR2ElEHkvD_FLc-YttarWi93ONsyncZBZNK4opGAL0ow_HRKc5xPS-hzoac,True,False,2026-04-25T00:32:27.485076,Glamira Prsteň Asceline,asceline,1360.000000,ring,women,simple,cabochon,EUR,10
103588,https://www.glamira.ee/glamira-ring-asterina.html?stone3=diamond-Brillant&fbclid=IwAR0KfDAC8c-Uvp9GSEXDIRH3wDYvwk1p6cLpQxTnT9Sl2i2a6B_T0-4INBA,True,False,2026-04-25T00:32:25.834870,Glamira Sõrmus Asterina,asterina,927.000000,ring,women,simple,cabochon,EUR,10
103589,https://www.glamira.ch/glamira-ring-aunika.html?fbclid=IwAR2R7G_IaZT8WmYzJ2A9qodeS0OwYM0l95NOtRtWb1TxJBz7secjA2yrxZc,True,False,2026-04-25T00:32:32.042680,Glamira Ringe Aunika,aunika,892.000000,ring,women,simple,cabochon,CHF,10
103590,https://www.glamira.rs/glamira-ring-chimera.html?stone2=diamond-Swarovsky&alloy=white-585&diamond=aquamarine-cabochon,True,False,2026-04-25T00:32:33.109987,Glamira Prsten Chimera,chimera,95099.000000,ring,women,simple,cabochon,RSD,10
103592,https://www.glamira.hu/glamira-ring-darnisha.html?fbclid=IwAR0Nr6G3NGpsfaWREVEkDOWPiCn_8Jkrf45cnBFUoaxT02v_VkC2g4s2CuE,True,False,2026-04-25T00:32:34.915024,Glamira Gyűrű Darnisha,darnisha,550660.000000,ring,women,simple,cabochon,HUF,10
103593,https://www.glamira.co.za/glamira-ring-elmerya.html?fbclid=IwAR0YVvlfCaV51AE7qJ22D3lCXPmi45pLx4M6x8VkcdWdXeGUEmROckuc03Q,True,False,2026-04-25T00:32:34.755751,GLAMIRA Ring Elmerya,elmerya1,18811.000000,ring,women,simple,cabochon,ZAR,10
103594,https://www.glamira.hu/glamira-ring-emeraldina.html?stone2=diamond-Swarovsky&diamond=rose-quartz-cabochon&alloy=white-silber,True,False,2026-04-25T00:32:37.702068,Glamira Gyűrű Emeraldina,emeraldina,287265.000000,ring,women,simple,cabochon,HUF,10
103595,https://www.glamira.fr/glamira-ring-emiliana.html?alloy=white-585&diamond=londonbluetopaz-cabochon&stone2=black-onyx,True,False,2026-04-25T00:32:38.781488,Glamira Bague  Emiliana,emiliana,844.000000,ring,women,simple,cabochon,EUR,10
103596,https://www.glamira.ca/glamira-ring-eraca.html?alloy=white-585&diamond=sapphire-cabochon&stone2=diamond-sapphire&fbclid=IwAR1m5xykItSG8Nx8IoKqbZ__SYr-aTZeUmZn1XO4iWlVgeux-nTQY1AK-JE,True,False,2026-04-25T00:32:40.560419,GLAMIRA Ring  Eraca,eraca,1327.000000,ring,women,simple,cabochon,CAD,10
103597,https://www.glamira.it/glamira-ring-estephonie.html?diamond=londonbluetopaz-cabochon&stone2=diamond-Swarovsky&alloy=white-750&fbclid=IwAR1P8vjcC4fSlfHkyPUaK1V_4EFBDoTozaxYst72iVEMJR01NcjOoDqrMNU,True,False,2026-04-25T00:32:42.465095,Glamira Anello Estephonie,estephonie,773.000000,ring,women,simple,cabochon,EUR,10
103598,https://www.glamira.cl/glamira-ring-flaviana.html?alloy=white-585&diamond=emerald-cabochon&stone2=diamond-Swarovsky&itm_source=recommendation&itm_medium=listing,True,False,2026-04-25T00:32:46.062014,Glamira Anillo Flaviana,flaviana,778039.000000,ring,women,simple,cabochon,CLP,10
103599,https://www.glamira.com.tr/glamira-ring-florina.html?fbclid=IwAR2DpZd8nGwE7Gm5ASYyzfPIBNqmgjD-Jxc6uDMCVtCRq0Cn3KRGXG48fqs,True,True,2026-04-25T00:32:54.789065,GLAMIRA Ring Florina,florina,998.000000,ring,women,simple,cabochon,USD,10
103600,https://www.glamira.ro/glamira-ring-gwendoly.html?alloy=yellow-585&stone2=diamond-Swarovsky&diamond=emerald-cabochon,True,False,2026-04-25T00:32:48.201614,Glamira Inel Gwendoly,gwendoly,3918.000000,ring,women,simple,cabochon,RON,10
103601,https://www.glamira.sk/glamira-ring-hamania.html?fbclid=IwAR3v1650rDvJjPR2B_DUBVfDy4vNEWvkUhK4MMuETCVBq7RwEObDL-5FwEY,True,False,2026-04-25T00:32:48.951843,Glamira Prsteň Hamania,hamania,969.000000,ring,women,simple,cabochon,EUR,10
103602,https://www.glamira.co.uk/glamira-ring-hameida.html?fbclid=IwAR37SG2FzDiGpjs7q5LOZ_eoHDZVLtNVkd0qW6H9-dACYw1WlhSl47qayO4,True,False,2026-04-25T00:32:51.661386,GLAMIRA Ring Hameida,hameida,736.000000,ring,women,simple,cabochon,GBP,10
103603,https://www.glamira.dk/glamira-ring-hansina.html?fbclid=IwAR25W0dAEe7YmhsRrJ-wF71Jt1e5rGk2V-ouu2t4gT6M3CMZ7I9KwfZpwj8,True,False,2026-04-25T00:32:52.741105,Glamira Ring Hansina,hansina,8205.000000,ring,women,simple,cabochon,DKK,10
103604,https://www.glamira.cl/glamira-ring-herocia.html?alloy=yellow-750&diamond=sapphire-cabochon&stone2=diamond-Swarovsky&stone3=diamond-Brillant,True,False,2026-04-25T00:32:56.319336,Glamira Anillo Herocia,herocia,802090.000000,ring,women,simple,cabochon,CLP,10
103605,https://www.glamira.com.au/glamira-ring-jailunal.html?fbclid=IwAR38JlKlpoJmHCUQa6lSEmPLN84Rroois4QX8hz1lULuG_SkRvZsPtb3DhM,True,False,2026-04-25T00:32:54.635425,GLAMIRA Ring Jailunal,jailunal,1709.000000,ring,women,simple,cabochon,AUD,10
103606,https://www.glamira.se/glamira-ring-maydecn.html?fbclid=IwAR1zKuGyfLv8nADYJXXMkkcXbDijf66dD7_Zj7xCrRE-WajEsCfEieO7Hhc,True,False,2026-04-25T00:32:59.322378,GLAMIRA Ring Maydecn,maydecn,16934.000000,ring,women,simple,cabochon,SEK,10
103607,https://www.glamira.cz/glamira-ring-morville.html?alloy=white-585&diamond=topaz-smoke-cabochon,True,False,2026-04-25T00:33:04.968871,Glamira Prsten Morville,morville,27525.000000,ring,women,simple,cabochon,CZK,10
